1,0,00000000000000000000000000000000e+000
2,0,00000000000000000000000000000000e+000
3,1,39999999999982378123819515280957e-002
4,1,39999999999983228138322743916433e-002
5,1,39999999999985795529067189590933e-002
6,1,39999999999992040533580706096473e-002
7,1,39999999999992890548083934731949e-002
8,1,39999999999993601784709085222858e-002
9,1,39999999999994313021334235713766e-002
10,1,39999999999995735494584536695584e-002
11,1,39999999999996013050340692984719e-002
12,1,39999999999996169175453530897357e-002
13,1,39999999999996307953331609041925e-002
14,1,39999999999996307953331609041925e-002
15,1,39999999999996585509087765331060e-002
16,1,39999999999997435523590993966536e-002
17,1,39999999999998441663207060514651e-002
18,1,39999999999998649830024177731502e-002
19,1,39999999999998788607902255876070e-002
20,1,39999999999998788607902255876070e-002
21,1,39999999999998892691310814484495e-002
22,1,39999999999999014121954132860992e-002
23,1,39999999999999083510893171933276e-002
24,1,39999999999999222288771250077843e-002
25,1,39999999999999256983240769613985e-002
26,1,39999999999999985567100679872965e-002
27,1,39999999999999985567100679872965e-002
28,1,39999999999999985567100679872965e-002
29,1,40000000000000020261570199409107e-002
30,1,40000000000000280470091595930171e-002
31,1,40000000000000575373082511987377e-002
32,1,40000000000000991706716746421080e-002
33,1,40000000000000991706716746421080e-002
34,1,40000000000001199873533863637931e-002
35,1,40000000000001702943341896911988e-002
36,1,40000000000001702943341896911988e-002
37,1,40000000000001859068454734824627e-002
38,1,40000000000001963151863293433053e-002
39,1,40000000000001997846332812969194e-002
40,1,40000000000001997846332812969194e-002
41,1,40000000000002275402088969258330e-002
42,1,40000000000002691735723203692032e-002
43,1,40000000000004825445598655164758e-002
44,1,40000000000005970363092799857441e-002
45,1,40000000000006109140970878002008e-002
46,1,40000000000006959155474106637485e-002
47,1,40000000000007097933352184782052e-002
48,1,40000000000007236711230262926620e-002
49,1,40000000000007392836343100839258e-002
50,1,40000000000008520406602485763869e-002
51,1,40000000000011937811850160073845e-002
52,1,40000000000012215367606316362981e-002
53,1,49999999999982387005603712282209e-002
54,1,49999999999984087034610169553162e-002
55,1,49999999999984364590366325842297e-002
56,1,49999999999984364590366325842297e-002
57,1,49999999999985214604869554477773e-002
58,1,49999999999985509507860470534979e-002
59,1,49999999999985509507860470534979e-002
60,1,49999999999985509507860470534979e-002
61,1,49999999999985787063616626824114e-002
62,1,49999999999985787063616626824114e-002
63,1,49999999999986081966607542881320e-002
64,1,49999999999986359522363699170455e-002
65,1,49999999999986931981110771516796e-002
66,1,49999999999987209536866927805931e-002
67,1,49999999999987487092623084095067e-002
68,1,49999999999988632010117228787749e-002
69,1,49999999999989482024620457423225e-002
70,1,49999999999990054483367529769566e-002
71,1,49999999999990626942114602115907e-002
72,1,49999999999991182053626914694178e-002
73,1,49999999999991754512373987040519e-002
74,1,49999999999991754512373987040519e-002
75,1,49999999999991910637486824953157e-002
76,1,49999999999991910637486824953157e-002
77,1,49999999999991910637486824953157e-002
78,1,49999999999992049415364903097725e-002
79,1,49999999999992049415364903097725e-002
80,1,49999999999992188193242981242292e-002
81,1,49999999999992188193242981242292e-002
82,1,49999999999992188193242981242292e-002
83,1,49999999999992326971121059386860e-002
84,1,49999999999992326971121059386860e-002
85,1,49999999999992604526877215675995e-002
86,1,49999999999992899429868131733201e-002
87,1,49999999999993176985624288022336e-002
88,1,49999999999993333110737125934975e-002
89,1,49999999999993454541380444311471e-002
90,1,49999999999993610666493282224110e-002
91,1,49999999999993749444371360368677e-002
92,1,49999999999993749444371360368677e-002
93,1,49999999999993749444371360368677e-002
94,1,49999999999993749444371360368677e-002
95,1,49999999999994027000127516657813e-002
96,1,49999999999994027000127516657813e-002
97,1,49999999999994165778005594802380e-002
98,1,49999999999994460680996510859586e-002
99,1,49999999999994599458874589004154e-002
100,1,49999999999994894361865505061360e-002
101,1,49999999999995449473377817639630e-002
102,1,49999999999995449473377817639630e-002
103,1,49999999999995588251255895784197e-002
104,1,49999999999995588251255895784197e-002
105,1,49999999999995588251255895784197e-002
106,1,49999999999995727029133973928765e-002
107,1,49999999999995727029133973928765e-002
108,1,49999999999995727029133973928765e-002
109,1,49999999999995813765307772769120e-002
110,1,49999999999996021932124889985971e-002
111,1,49999999999996160710002968130539e-002
112,1,49999999999996160710002968130539e-002
113,1,49999999999996299487881046275106e-002
114,1,49999999999996316835115806043177e-002
115,1,49999999999996316835115806043177e-002
116,1,49999999999996316835115806043177e-002
117,1,49999999999996455612993884187745e-002
118,1,49999999999996455612993884187745e-002
119,1,49999999999996455612993884187745e-002
120,1,49999999999996455612993884187745e-002
121,1,49999999999996455612993884187745e-002
122,1,49999999999996525001932923260028e-002
123,1,49999999999996594390871962332312e-002
124,1,49999999999996594390871962332312e-002
125,1,49999999999996594390871962332312e-002
126,1,49999999999996594390871962332312e-002
127,1,49999999999996663779811001404596e-002
128,1,49999999999996733168750040476880e-002
129,1,49999999999996733168750040476880e-002
130,1,49999999999996871946628118621447e-002
131,1,49999999999997010724506196766015e-002
132,1,49999999999997010724506196766015e-002
133,1,49999999999997149502384274910582e-002
134,1,49999999999997149502384274910582e-002
135,1,49999999999997218891323313982866e-002
136,1,49999999999997444405375190967789e-002
137,1,49999999999997444405375190967789e-002
138,1,49999999999997513794314230040072e-002
139,1,49999999999997583183253269112356e-002
140,1,49999999999997583183253269112356e-002
141,1,49999999999997583183253269112356e-002
