
1;1,00000033853575587272644042968750e-06
2;9,99999883788404986262321472167969e-07
3;1,99999976757680997252464294433594e-06
4;9,99999883788404986262321472167969e-07
5;9,99999883788404986262321472167969e-07
6;1,00000033853575587272644042968750e-06
7;2,00000022232416085898876190185547e-06
8;9,99999883788404986262321472167969e-07
9;9,99999883788404986262321472167969e-07
10;9,99999883788404986262321472167969e-07
11;9,99999883788404986262321472167969e-07
12;1,00000033853575587272644042968750e-06
13;9,99999883788404986262321472167969e-07
14;1,00000033853575587272644042968750e-06
15;9,99999883788404986262321472167969e-07
16;1,00000033853575587272644042968750e-06
17;9,99999883788404986262321472167969e-07
18;9,99999883788404986262321472167969e-07
19;2,00000022232416085898876190185547e-06
20;1,00000033853575587272644042968750e-06
21;1,99999976757680997252464294433594e-06
22;9,99999883788404986262321472167969e-07
23;9,99999883788404986262321472167969e-07
24;9,99999883788404986262321472167969e-07
25;1,99999976757680997252464294433594e-06
26;1,00000033853575587272644042968750e-06
27;9,99999883788404986262321472167969e-07
28;1,99999976757680997252464294433594e-06
29;1,99999976757680997252464294433594e-06
30;9,99999883788404986262321472167969e-07
31;9,99999883788404986262321472167969e-07
32;1,00000033853575587272644042968750e-06
33;9,99999883788404986262321472167969e-07
34;9,99999883788404986262321472167969e-07
35;9,99999883788404986262321472167969e-07
36;9,99999883788404986262321472167969e-07
37;9,99999883788404986262321472167969e-07
38;1,99999976757680997252464294433594e-06
39;9,99999883788404986262321472167969e-07
40;1,99999976757680997252464294433594e-06
41;1,99999976757680997252464294433594e-06
42;9,99999883788404986262321472167969e-07
43;1,00000033853575587272644042968750e-06
44;1,99999976757680997252464294433594e-06
45;9,99999883788404986262321472167969e-07
46;9,99999883788404986262321472167969e-07
47;9,99999883788404986262321472167969e-07
48;9,99999883788404986262321472167969e-07
49;9,99999883788404986262321472167969e-07
50;2,00000022232416085898876190185547e-06
51;9,99999883788404986262321472167969e-07
52;1,00000033853575587272644042968750e-06
53;1,00000033853575587272644042968750e-06
54;9,99999883788404986262321472167969e-07
55;9,99999883788404986262321472167969e-07
56;9,99999883788404986262321472167969e-07
57;2,99999965136521495878696441650391e-06
58;9,99999883788404986262321472167969e-07
59;9,99999883788404986262321472167969e-07
60;9,99999883788404986262321472167969e-07
61;9,99999883788404986262321472167969e-07
62;1,99999976757680997252464294433594e-06
63;9,99999883788404986262321472167969e-07
64;1,99999976757680997252464294433594e-06
65;9,99999883788404986262321472167969e-07
66;1,99999976757680997252464294433594e-06
67;9,99999883788404986262321472167969e-07
68;9,99999883788404986262321472167969e-07
69;2,00000022232416085898876190185547e-06
70;9,99999883788404986262321472167969e-07
71;2,00000022232416085898876190185547e-06
72;2,00000022232416085898876190185547e-06
73;2,00000022232416085898876190185547e-06
74;1,99999976757680997252464294433594e-06
75;1,99999976757680997252464294433594e-06
76;1,99999976757680997252464294433594e-06
77;9,99999883788404986262321472167969e-07
78;3,00000010611256584525108337402344e-06
79;2,00000022232416085898876190185547e-06
80;2,00000022232416085898876190185547e-06
81;2,00000022232416085898876190185547e-06
82;2,00000022232416085898876190185547e-06
83;2,00000022232416085898876190185547e-06
84;1,99999976757680997252464294433594e-06
85;2,99999965136521495878696441650391e-06
86;2,00000022232416085898876190185547e-06
87;2,00000022232416085898876190185547e-06
88;1,99999976757680997252464294433594e-06
89;2,00000022232416085898876190185547e-06
90;9,99999974737875163555145263671875e-06
91;2,00000022232416085898876190185547e-06
92;3,99999998990097083151340484619141e-06
93;2,99999965136521495878696441650391e-06
94;3,00000010611256584525108337402344e-06
95;3,00000010611256584525108337402344e-06
96;3,00000010611256584525108337402344e-06
97;3,99999998990097083151340484619141e-06
98;3,00000010611256584525108337402344e-06
99;3,99999998990097083151340484619141e-06
100;2,00000022232416085898876190185547e-06
101;3,00000010611256584525108337402344e-06
102;3,00000010611256584525108337402344e-06
103;3,00000010611256584525108337402344e-06
104;3,99999998990097083151340484619141e-06
105;2,99999965136521495878696441650391e-06
106;3,99999998990097083151340484619141e-06
107;3,00000010611256584525108337402344e-06
108;3,99999998990097083151340484619141e-06
109;3,99999998990097083151340484619141e-06
110;3,99999998990097083151340484619141e-06
111;4,00000044464832171797752380371094e-06
112;3,99999998990097083151340484619141e-06
113;3,99999998990097083151340484619141e-06
114;3,00000010611256584525108337402344e-06
115;3,99999998990097083151340484619141e-06
116;3,00000010611256584525108337402344e-06
117;3,99999998990097083151340484619141e-06
118;3,99999998990097083151340484619141e-06
119;3,99999998990097083151340484619141e-06
120;3,99999998990097083151340484619141e-06
121;3,99999998990097083151340484619141e-06
122;3,99999998990097083151340484619141e-06
123;3,99999998990097083151340484619141e-06
124;3,99999998990097083151340484619141e-06
125;3,99999998990097083151340484619141e-06
126;4,99999987368937581777572631835938e-06
127;4,99999987368937581777572631835938e-06
128;4,99999987368937581777572631835938e-06
129;3,99999998990097083151340484619141e-06
130;3,99999998990097083151340484619141e-06
131;3,99999998990097083151340484619141e-06
132;5,99999975747778080403804779052734e-06
133;4,99999987368937581777572631835938e-06
134;5,00000032843672670423984527587891e-06
135;3,99999998990097083151340484619141e-06
136;5,00000032843672670423984527587891e-06
137;3,99999998990097083151340484619141e-06
138;4,99999987368937581777572631835938e-06
139;6,00000021222513169050216674804688e-06
140;5,00000032843672670423984527587891e-06
141;5,99999975747778080403804779052734e-06
142;4,99999987368937581777572631835938e-06
143;4,99999987368937581777572631835938e-06
144;5,00000032843672670423984527587891e-06
145;5,99999975747778080403804779052734e-06
146;7,00000009601353667676448822021484e-06
147;6,00000021222513169050216674804688e-06
148;6,99999964126618579030036926269531e-06
149;6,00000021222513169050216674804688e-06
150;5,99999975747778080403804779052734e-06
151;6,00000021222513169050216674804688e-06
152;5,99999975747778080403804779052734e-06
153;7,00000009601353667676448822021484e-06
154;5,99999975747778080403804779052734e-06
155;7,00000009601353667676448822021484e-06
156;5,99999975747778080403804779052734e-06
157;6,00000021222513169050216674804688e-06
158;6,00000021222513169050216674804688e-06
159;5,99999975747778080403804779052734e-06
160;7,00000009601353667676448822021484e-06
161;6,99999964126618579030036926269531e-06
162;7,00000009601353667676448822021484e-06
163;6,00000021222513169050216674804688e-06
164;7,00000009601353667676448822021484e-06
165;5,99999975747778080403804779052734e-06
166;7,00000009601353667676448822021484e-06
167;7,00000009601353667676448822021484e-06
168;7,00000009601353667676448822021484e-06
169;8,99999986359034664928913116455078e-06
170;7,00000009601353667676448822021484e-06
171;8,00000043454929254949092864990234e-06
172;7,00000009601353667676448822021484e-06
173;6,99999964126618579030036926269531e-06
174;9,00000031833769753575325012207031e-06
175;7,00000009601353667676448822021484e-06
176;8,99999986359034664928913116455078e-06
177;8,99999986359034664928913116455078e-06
178;7,00000009601353667676448822021484e-06
179;8,99999986359034664928913116455078e-06
180;7,99999997980194166302680969238281e-06
181;7,99999997980194166302680969238281e-06
182;8,00000043454929254949092864990234e-06
183;8,99999986359034664928913116455078e-06
184;7,99999997980194166302680969238281e-06
185;8,99999986359034664928913116455078e-06
186;8,99999986359034664928913116455078e-06
187;8,99999986359034664928913116455078e-06
